Date_Start,Start Time (Sask),Start Time (EDT),Away,Away Score,Home,Home Score,Status,Away Starter,Home Starter,Winner,Loser,Save,O/U,Over,Under,Away ML,Home ML,Home RL Spread,RL Away,RL Home
2025-05-02 20:10:00,6:10 PM,8:10 PM,Chicago Cubs,10,Milwaukee Brewers,0,Final,Ben Brown,Tyler Alexander,Ben Brown,Tyler Alexander,Chris Flexen,9.0,100,-120,-125,+105,+1.5,+130,-155
2025-05-02 20:15:00,6:15 PM,8:15 PM,New York Mets,9,St. Louis Cardinals,3,Final,Clay Holmes,Sonny Gray,Clay Holmes,Sonny Gray,No Save,7.5,-115,-105,-115,-105,+1.5,+145,-170
2025-05-02 21:38:00,7:38 PM,9:38 PM,Detroit Tigers,9,Los Angeles Angels,1,Final,Tarik Skubal,José Soriano,Tyler Holton,Kenley Jansen,No Save,8.0,100,-120,-190,+160,+1.5,-115,-105
2025-05-02 22:15:00,8:15 PM,10:15 PM,Colorado Rockies,0,San Francisco Giants,4,Final,Antonio Senzatela,Robbie Ray,Robbie Ray,Antonio Senzatela,No Save,8.0,-115,-105,+240,-300,-1.5,+115,-135
2025-05-03 13:05:00,11:05 AM,1:05 PM,Tampa Bay Rays,3,New York Yankees,2,Final,Zack Littell,Ryan Yarbrough,Zack Littell,Mark Leiter Jr.,Pete Fairbanks,10.0,-105,-115,+180,-220,-1.5,-110,-110
2025-05-03 14:10:00,12:10 PM,2:10 PM,Houston Astros,8,Chicago White Sox,3,Final,Hunter Brown,Davis Martin,Hunter Brown,Fraser Ellard,No Save,7.5,-110,-110,-230,+190,+1.5,-140,+120
2025-05-03 15:07:00,1:07 PM,3:07 PM,Cleveland Guardians,5,Toronto Blue Jays,3,Final,Gavin Williams,Kevin Gausman,Kolby Allard,Yimi García,Emmanuel Clase,7.5,-110,-110,+140,-165,-1.5,-160,+135
2025-05-03 16:05:00,2:05 PM,4:05 PM,San Diego Padres,2,Pittsburgh Pirates,1,Final,Randy Vásquez,Bailey Falter,Jason Adam,David Bednar,Robert Suarez,9.5,100,-120,+100,-120,-1.5,-205,+170
2025-05-03 16:05:00,2:05 PM,4:05 PM,San Diego Padres,2,Pittsburgh Pirates,1,Final,Randy Vásquez,Bailey Falter,Jason Adam,David Bednar,Robert Suarez,8.0,-115,-105,+245,-305,-1.5,+115,-135
2025-05-03 16:05:00,2:05 PM,4:05 PM,Colorado Rockies,3,San Francisco Giants,6,Final,Bradley Blalock,Jordan Hicks,Randy Rodríguez,Jake Bird,Ryan Walker,9.5,100,-120,+100,-120,-1.5,-205,+170
2025-05-03 16:05:00,2:05 PM,4:05 PM,Colorado Rockies,3,San Francisco Giants,6,Final,Bradley Blalock,Jordan Hicks,Randy Rodríguez,Jake Bird,Ryan Walker,8.0,-115,-105,+245,-305,-1.5,+115,-135
2025-05-03 16:10:00,2:10 PM,4:10 PM,Minnesota Twins,4,Boston Red Sox,3,Final,Bailey Ober,Hunter Dobbins,Bailey Ober,Hunter Dobbins,Jhoan Duran,9.5,-105,-115,+105,-125,-1.5,-200,+165
2025-05-03 16:10:00,2:10 PM,4:10 PM,Minnesota Twins,4,Boston Red Sox,3,Final,Bailey Ober,Hunter Dobbins,Bailey Ober,Hunter Dobbins,Jhoan Duran,9.0,-105,-115,+110,-130,-1.5,-190,+160
2025-05-03 16:10:00,2:10 PM,4:10 PM,Athletics,6,Miami Marlins,9,Final,Osvaldo Bido,Max Meyer,Lake Bachar,Mason Miller,No Save,9.5,-105,-115,+105,-125,-1.5,-200,+165
2025-05-03 16:10:00,2:10 PM,4:10 PM,Athletics,6,Miami Marlins,9,Final,Osvaldo Bido,Max Meyer,Lake Bachar,Mason Miller,No Save,9.0,-105,-115,+110,-130,-1.5,-190,+160
2025-05-03 18:05:00,4:05 PM,6:05 PM,Arizona Diamondbacks,2,Philadelphia Phillies,7,Final,Brandon Pfaadt,Aaron Nola,Aaron Nola,Brandon Pfaadt,No Save,9.5,-120,100,+105,-125,-1.5,-200,+165
2025-05-03 18:40:00,4:40 PM,6:40 PM,Washington Nationals,11,Cincinnati Reds,6,Final,Trevor Williams,Nick Lodolo,Trevor Williams,Nick Lodolo,No Save,9.0,100,-120,+165,-200,-1.5,-125,+105
2025-05-03 19:05:00,5:05 PM,7:05 PM,Seattle Mariners,2,Texas Rangers,1,Final,Luis Castillo,Patrick Corbin,Gabe Speier,Chris Martin,Andrés Muñoz,9.0,-115,-105,-130,+110,+1.5,+125,-150
2025-05-03 19:10:00,5:10 PM,7:10 PM,Chicago Cubs,6,Milwaukee Brewers,2,Final,Jameson Taillon,Jose Quintana,Jameson Taillon,Jose Quintana,No Save,8.5,-115,-105,-120,+100,+1.5,+145,-170
2025-05-03 19:15:00,5:15 PM,7:15 PM,Kansas City Royals,4,Baltimore Orioles,0,Final,Kris Bubic,Tomoyuki Sugano,Kris Bubic,Tomoyuki Sugano,No Save,9.0,100,-120,-105,-115,-1.5,-210,+175
2025-05-03 19:15:00,5:15 PM,7:15 PM,Kansas City Royals,4,Baltimore Orioles,0,Final,Kris Bubic,Tomoyuki Sugano,Kris Bubic,Tomoyuki Sugano,No Save,8.5,-115,-105,+120,-140,-1.5,-185,+155
2025-05-03 19:15:00,5:15 PM,7:15 PM,Los Angeles Dodgers,10,Atlanta Braves,3,Final,Roki Sasaki,Spencer Schwellenbach,Roki Sasaki,Spencer Schwellenbach,No Save,9.0,100,-120,-105,-115,-1.5,-210,+175
2025-05-03 19:15:00,5:15 PM,7:15 PM,Los Angeles Dodgers,10,Atlanta Braves,3,Final,Roki Sasaki,Spencer Schwellenbach,Roki Sasaki,Spencer Schwellenbach,No Save,8.5,-115,-105,+120,-140,-1.5,-185,+155
2025-05-03 21:38:00,7:38 PM,9:38 PM,Detroit Tigers,2,Los Angeles Angels,5,Final,Jack Flaherty,Kyle Hendricks,Kyle Hendricks,Jack Flaherty,Kenley Jansen,8.5,-120,100,-205,+170,+1.5,-125,+105
2025-05-04 13:15:00,11:15 AM,1:15 PM,New York Mets,5,St. Louis Cardinals,6,Final,Blade Tidwell,Erick Fedde,Erick Fedde,Blade Tidwell,Ryan Helsley,8.5,-120,100,-120,+100,+1.5,+135,-160
2025-05-04 13:35:00,11:35 AM,1:35 PM,Kansas City Royals,11,Baltimore Orioles,6,Final,Michael Lorenzen,Kyle Gibson,Angel Zerpa,Yennier Cano,No Save,9.0,-120,100,+125,-150,-1.5,-180,+150
2025-05-04 13:35:00,11:35 AM,1:35 PM,Kansas City Royals,11,Baltimore Orioles,6,Final,Michael Lorenzen,Kyle Gibson,Angel Zerpa,Yennier Cano,No Save,9.0,-105,-115,-105,-115,-1.5,-220,+180
2025-05-04 13:35:00,11:35 AM,1:35 PM,Kansas City Royals,11,Baltimore Orioles,6,Final,Michael Lorenzen,Kyle Gibson,Angel Zerpa,Yennier Cano,No Save,8.5,-120,100,+165,-200,-1.5,-115,-105
2025-05-04 13:35:00,11:35 AM,1:35 PM,Kansas City Royals,11,Baltimore Orioles,6,Final,Michael Lorenzen,Kyle Gibson,Angel Zerpa,Yennier Cano,No Save,9.0,100,-120,+145,-170,-1.5,-140,+120
2025-05-04 13:35:00,11:35 AM,1:35 PM,San Diego Padres,4,Pittsburgh Pirates,0,Final,Stephen Kolek,Andrew Heaney,Stephen Kolek,Andrew Heaney,No Save,9.0,-120,100,+125,-150,-1.5,-180,+150
2025-05-04 13:35:00,11:35 AM,1:35 PM,San Diego Padres,4,Pittsburgh Pirates,0,Final,Stephen Kolek,Andrew Heaney,Stephen Kolek,Andrew Heaney,No Save,9.0,-105,-115,-105,-115,-1.5,-220,+180
2025-05-04 13:35:00,11:35 AM,1:35 PM,San Diego Padres,4,Pittsburgh Pirates,0,Final,Stephen Kolek,Andrew Heaney,Stephen Kolek,Andrew Heaney,No Save,8.5,-120,100,+165,-200,-1.5,-115,-105
2025-05-04 13:35:00,11:35 AM,1:35 PM,San Diego Padres,4,Pittsburgh Pirates,0,Final,Stephen Kolek,Andrew Heaney,Stephen Kolek,Andrew Heaney,No Save,9.0,100,-120,+145,-170,-1.5,-140,+120
2025-05-04 13:35:00,11:35 AM,1:35 PM,Minnesota Twins,5,Boston Red Sox,4,Final,Chris Paddack,Garrett Crochet,Louis Varland,Justin Slaten,Jhoan Duran,9.0,-120,100,+125,-150,-1.5,-180,+150
2025-05-04 13:35:00,11:35 AM,1:35 PM,Minnesota Twins,5,Boston Red Sox,4,Final,Chris Paddack,Garrett Crochet,Louis Varland,Justin Slaten,Jhoan Duran,9.0,-105,-115,-105,-115,-1.5,-220,+180
2025-05-04 13:35:00,11:35 AM,1:35 PM,Minnesota Twins,5,Boston Red Sox,4,Final,Chris Paddack,Garrett Crochet,Louis Varland,Justin Slaten,Jhoan Duran,8.5,-120,100,+165,-200,-1.5,-115,-105
2025-05-04 13:35:00,11:35 AM,1:35 PM,Minnesota Twins,5,Boston Red Sox,4,Final,Chris Paddack,Garrett Crochet,Louis Varland,Justin Slaten,Jhoan Duran,9.0,100,-120,+145,-170,-1.5,-140,+120
2025-05-04 13:35:00,11:35 AM,1:35 PM,Tampa Bay Rays,7,New York Yankees,5,Final,Taj Bradley,Will Warren,Taj Bradley,Will Warren,Pete Fairbanks,9.0,-120,100,+125,-150,-1.5,-180,+150
2025-05-04 13:35:00,11:35 AM,1:35 PM,Tampa Bay Rays,7,New York Yankees,5,Final,Taj Bradley,Will Warren,Taj Bradley,Will Warren,Pete Fairbanks,9.0,-105,-115,-105,-115,-1.5,-220,+180
2025-05-04 13:35:00,11:35 AM,1:35 PM,Tampa Bay Rays,7,New York Yankees,5,Final,Taj Bradley,Will Warren,Taj Bradley,Will Warren,Pete Fairbanks,8.5,-120,100,+165,-200,-1.5,-115,-105
2025-05-04 13:35:00,11:35 AM,1:35 PM,Tampa Bay Rays,7,New York Yankees,5,Final,Taj Bradley,Will Warren,Taj Bradley,Will Warren,Pete Fairbanks,9.0,100,-120,+145,-170,-1.5,-140,+120
2025-05-04 13:37:00,11:37 AM,1:37 PM,Cleveland Guardians,5,Toronto Blue Jays,4,Final,Tanner Bibee,Bowden Francis,Tanner Bibee,Bowden Francis,Emmanuel Clase,8.5,-105,-115,-115,-105,-1.5,-230,+190
2025-05-04 13:40:00,11:40 AM,1:40 PM,Athletics,3,Miami Marlins,2,Final,JP Sears,Edward Cabrera,Mitch Spence,Anthony Bender,Tyler Ferguson,9.0,-115,-105,-110,-110,+1.5,+140,-165
2025-05-04 14:05:00,12:05 PM,2:05 PM,Arizona Diamondbacks,11,Philadelphia Phillies,9,Final,Eduardo Rodriguez,Ranger Suárez,Shelby Miller,José Alvarado,Jalen Beeks,9.0,-105,-115,+130,-155,-1.5,-160,+135
2025-05-04 14:10:00,12:10 PM,2:10 PM,Houston Astros,4,Chicago White Sox,5,Final,Lance McCullers Jr.,Bryse Wilson,Mike Vasil,Steven Okert,No Save,8.5,100,-120,-180,+150,+1.5,-110,-110
2025-05-04 14:10:00,12:10 PM,2:10 PM,Houston Astros,4,Chicago White Sox,5,Final,Lance McCullers Jr.,Bryse Wilson,Mike Vasil,Steven Okert,No Save,8.0,-110,-110,-120,+100,+1.5,+145,-170
2025-05-04 14:10:00,12:10 PM,2:10 PM,Chicago Cubs,0,Milwaukee Brewers,4,Final,Shota Imanaga,Freddy Peralta,Freddy Peralta,Shota Imanaga,No Save,8.5,100,-120,-180,+150,+1.5,-110,-110
2025-05-04 14:10:00,12:10 PM,2:10 PM,Chicago Cubs,0,Milwaukee Brewers,4,Final,Shota Imanaga,Freddy Peralta,Freddy Peralta,Shota Imanaga,No Save,8.0,-110,-110,-120,+100,+1.5,+145,-170
2025-05-04 14:35:00,12:35 PM,2:35 PM,Seattle Mariners,1,Texas Rangers,8,Final,Logan Evans,Jacob deGrom,Jacob deGrom,Logan Evans,No Save,8.5,-115,-105,+150,-180,-1.5,-140,+120
2025-05-04 16:05:00,2:05 PM,4:05 PM,Colorado Rockies,3,San Francisco Giants,9,Final,Germán Márquez,Logan Webb,Logan Webb,Germán Márquez,No Save,7.5,-105,-115,+320,-400,-1.5,+150,-180
2025-05-04 16:07:00,2:07 PM,4:07 PM,Detroit Tigers,13,Los Angeles Angels,1,Final,Reese Olson,Jack Kochanowicz,Reese Olson,Jack Kochanowicz,No Save,8.5,-120,100,-180,+150,+1.5,-110,-110
2025-05-04 16:10:00,2:10 PM,4:10 PM,Washington Nationals,4,Cincinnati Reds,1,Final,MacKenzie Gore,Nick Martinez,Jorge López,Graham Ashcraft,Kyle Finnegan,8.5,-110,-110,-110,-110,-1.5,-220,+180
2025-05-04 18:15:00,4:15 PM,6:15 PM,New York Mets,4,St. Louis Cardinals,5,Final,Tylor Megill,Andre Pallante,Michael McGreevy,Max Kranick,No Save,7.5,-105,-115,-150,+125,+1.5,+115,-135
2025-05-04 19:10:00,5:10 PM,7:10 PM,Los Angeles Dodgers,3,Atlanta Braves,4,Final,Dustin May,Bryce Elder,Bryce Elder,Dustin May,Raisel Iglesias,9.5,100,-120,-140,+120,+1.5,+115,-135
2025-05-05 18:40:00,4:40 PM,6:40 PM,Los Angeles Dodgers,7,Miami Marlins,4,Final,Jack Dreyer,Sandy Alcantara,Ben Casparius,Sandy Alcantara,Kirby Yates,9.5,-110,-110,-240,+195,+1.5,-150,+125
2025-05-05 19:05:00,5:05 PM,7:05 PM,San Diego Padres,4,New York Yankees,3,Final,Nick Pivetta,Carlos Rodón,Ryan Bergert,Luke Weaver,Robert Suarez,7.5,-120,100,+135,-160,-1.5,-155,+130
2025-05-05 19:15:00,5:15 PM,7:15 PM,Cincinnati Reds,0,Atlanta Braves,4,Final,Brady Singer,AJ Smith-Shawver,AJ Smith-Shawver,Brady Singer,No Save,8.5,-115,-105,+115,-135,-1.5,-185,+155
2025-05-05 19:40:00,5:40 PM,7:40 PM,San Francisco Giants,2,Chicago Cubs,9,Final,Landen Roupp,Matthew Boyd,Matthew Boyd,Landen Roupp,No Save,7.5,105,-125,+150,-180,-1.5,-150,+125
2025-05-05 19:40:00,5:40 PM,7:40 PM,San Francisco Giants,2,Chicago Cubs,9,Final,Landen Roupp,Matthew Boyd,Matthew Boyd,Landen Roupp,No Save,7.5,-115,-105,+185,-225,-1.5,-110,-110
2025-05-05 19:40:00,5:40 PM,7:40 PM,San Francisco Giants,2,Chicago Cubs,9,Final,Landen Roupp,Matthew Boyd,Matthew Boyd,Landen Roupp,No Save,8.5,-105,-115,-105,-115,+1.5,+155,-185
2025-05-05 19:40:00,5:40 PM,7:40 PM,Chicago White Sox,0,Kansas City Royals,3,Final,Shane Smith,Cole Ragans,Cole Ragans,Shane Smith,Carlos Estévez,7.5,105,-125,+150,-180,-1.5,-150,+125
2025-05-05 19:40:00,5:40 PM,7:40 PM,Chicago White Sox,0,Kansas City Royals,3,Final,Shane Smith,Cole Ragans,Cole Ragans,Shane Smith,Carlos Estévez,7.5,-115,-105,+185,-225,-1.5,-110,-110
2025-05-05 19:40:00,5:40 PM,7:40 PM,Chicago White Sox,0,Kansas City Royals,3,Final,Shane Smith,Cole Ragans,Cole Ragans,Shane Smith,Carlos Estévez,8.5,-105,-115,-105,-115,+1.5,+155,-185
2025-05-05 19:40:00,5:40 PM,7:40 PM,Houston Astros,1,Milwaukee Brewers,5,Final,Ronel Blanco,Tobias Myers,Tobias Myers,Ronel Blanco,No Save,7.5,105,-125,+150,-180,-1.5,-150,+125
2025-05-05 19:40:00,5:40 PM,7:40 PM,Houston Astros,1,Milwaukee Brewers,5,Final,Ronel Blanco,Tobias Myers,Tobias Myers,Ronel Blanco,No Save,7.5,-115,-105,+185,-225,-1.5,-110,-110
2025-05-05 19:40:00,5:40 PM,7:40 PM,Houston Astros,1,Milwaukee Brewers,5,Final,Ronel Blanco,Tobias Myers,Tobias Myers,Ronel Blanco,No Save,8.5,-105,-115,-105,-115,+1.5,+155,-185
2025-05-05 19:45:00,5:45 PM,7:45 PM,Pittsburgh Pirates,3,St. Louis Cardinals,6,Final,Carmen Mlodzinski,Miles Mikolas,Gordon Graceffo,Chase Shugart,Ryan Helsley,8.0,-115,-105,+110,-130,-1.5,-185,+155
2025-05-05 21:40:00,7:40 PM,9:40 PM,New York Mets,5,Arizona Diamondbacks,4,Final,Griffin Canning,Ryne Nelson,Griffin Canning,Ryne Nelson,Edwin Díaz,10.0,-110,-110,+100,-120,-1.5,-200,+165
2025-05-05 22:05:00,8:05 PM,10:05 PM,Seattle Mariners,6,Athletics,7,Final,Bryce Miller,Luis Severino,Hogan Harris,Casey Legumina,No Save,9.0,100,-120,-125,+105,+1.5,+140,-165
2025-05-06 15:35:00,1:35 PM,3:35 PM,Cleveland Guardians,9,Washington Nationals,10,Final,Luis L. Ortiz,Jake Irvin,Jorge López,Cade Smith,Kyle Finnegan,9.0,-115,-105,-120,+100,+1.5,+135,-160
2025-05-06 15:40:00,1:40 PM,3:40 PM,Cleveland Guardians,9,Washington Nationals,1,Final,Ben Lively,Brad Lord,Ben Lively,Brad Lord,No Save,9.5,-105,-115,-110,-110,+1.5,+145,-170
2025-05-06 18:40:00,4:40 PM,6:40 PM,Los Angeles Dodgers,4,Miami Marlins,5,Final,Tony Gonsolin,Cal Quantrill,Jesus Tinoco,J.P. Feyereisen,No Save,10.0,-105,-115,-240,+195,+1.5,-155,+130
2025-05-06 18:45:00,4:45 PM,6:45 PM,Texas Rangers,6,Boston Red Sox,1,Final,Nathan Eovaldi,Lucas Giolito,Nathan Eovaldi,Lucas Giolito,No Save,8.5,-115,-105,-120,+100,+1.5,+140,-165
2025-05-06 19:05:00,5:05 PM,7:05 PM,Philadelphia Phillies,8,Tampa Bay Rays,4,Final,Zack Wheeler,Drew Rasmussen,Zack Wheeler,Drew Rasmussen,No Save,8.0,-105,-115,-135,+115,+1.5,+135,-160
2025-05-06 19:05:00,5:05 PM,7:05 PM,Philadelphia Phillies,8,Tampa Bay Rays,4,Final,Zack Wheeler,Drew Rasmussen,Zack Wheeler,Drew Rasmussen,No Save,8.0,-105,-115,+110,-130,-1.5,-200,+165
2025-05-06 19:05:00,5:05 PM,7:05 PM,San Diego Padres,3,New York Yankees,12,Final,Michael King,Clarke Schmidt,Fernando Cruz,Adrian Morejon,No Save,8.0,-105,-115,-135,+115,+1.5,+135,-160
2025-05-06 19:05:00,5:05 PM,7:05 PM,San Diego Padres,3,New York Yankees,12,Final,Michael King,Clarke Schmidt,Fernando Cruz,Adrian Morejon,No Save,8.0,-105,-115,+110,-130,-1.5,-200,+165
2025-05-06 19:15:00,5:15 PM,7:15 PM,Cincinnati Reds,1,Atlanta Braves,2,Final,Andrew Abbott,Chris Sale,Raisel Iglesias,Lyon Richardson,No Save,8.0,-120,100,+185,-225,-1.5,-115,-105
2025-05-06 19:40:00,5:40 PM,7:40 PM,San Francisco Giants,14,Chicago Cubs,5,Final,Justin Verlander,Colin Rea,Erik Miller,Ryan Pressly,No Save,8.5,100,-120,+125,-150,-1.5,-165,+140
2025-05-06 19:40:00,5:40 PM,7:40 PM,San Francisco Giants,14,Chicago Cubs,5,Final,Justin Verlander,Colin Rea,Erik Miller,Ryan Pressly,No Save,9.0,-105,-115,+145,-170,-1.5,-140,+120
2025-05-06 19:40:00,5:40 PM,7:40 PM,San Francisco Giants,14,Chicago Cubs,5,Final,Justin Verlander,Colin Rea,Erik Miller,Ryan Pressly,No Save,8.5,-110,-110,+210,-260,-1.5,+100,-120
2025-05-06 19:40:00,5:40 PM,7:40 PM,San Francisco Giants,14,Chicago Cubs,5,Final,Justin Verlander,Colin Rea,Erik Miller,Ryan Pressly,No Save,8.0,-110,-110,+110,-130,-1.5,-200,+165
2025-05-06 19:40:00,5:40 PM,7:40 PM,Baltimore Orioles,1,Minnesota Twins,9,Final,Cade Povich,Pablo López,Pablo López,Cade Povich,No Save,8.5,100,-120,+125,-150,-1.5,-165,+140
2025-05-06 19:40:00,5:40 PM,7:40 PM,Baltimore Orioles,1,Minnesota Twins,9,Final,Cade Povich,Pablo López,Pablo López,Cade Povich,No Save,9.0,-105,-115,+145,-170,-1.5,-140,+120
2025-05-06 19:40:00,5:40 PM,7:40 PM,Baltimore Orioles,1,Minnesota Twins,9,Final,Cade Povich,Pablo López,Pablo López,Cade Povich,No Save,8.5,-110,-110,+210,-260,-1.5,+100,-120
2025-05-06 19:40:00,5:40 PM,7:40 PM,Baltimore Orioles,1,Minnesota Twins,9,Final,Cade Povich,Pablo López,Pablo López,Cade Povich,No Save,8.0,-110,-110,+110,-130,-1.5,-200,+165
2025-05-06 19:40:00,5:40 PM,7:40 PM,Chicago White Sox,3,Kansas City Royals,4,Final,Sean Burke,Seth Lugo,Taylor Clarke,Cam Booser,No Save,8.5,100,-120,+125,-150,-1.5,-165,+140
2025-05-06 19:40:00,5:40 PM,7:40 PM,Chicago White Sox,3,Kansas City Royals,4,Final,Sean Burke,Seth Lugo,Taylor Clarke,Cam Booser,No Save,9.0,-105,-115,+145,-170,-1.5,-140,+120
2025-05-06 19:40:00,5:40 PM,7:40 PM,Chicago White Sox,3,Kansas City Royals,4,Final,Sean Burke,Seth Lugo,Taylor Clarke,Cam Booser,No Save,8.5,-110,-110,+210,-260,-1.5,+100,-120
2025-05-06 19:40:00,5:40 PM,7:40 PM,Chicago White Sox,3,Kansas City Royals,4,Final,Sean Burke,Seth Lugo,Taylor Clarke,Cam Booser,No Save,8.0,-110,-110,+110,-130,-1.5,-200,+165
2025-05-06 19:40:00,5:40 PM,7:40 PM,Houston Astros,3,Milwaukee Brewers,4,Final,Hayden Wesneski,Chad Patrick,Chad Patrick,Hayden Wesneski,Trevor Megill,8.5,100,-120,+125,-150,-1.5,-165,+140
2025-05-06 19:40:00,5:40 PM,7:40 PM,Houston Astros,3,Milwaukee Brewers,4,Final,Hayden Wesneski,Chad Patrick,Chad Patrick,Hayden Wesneski,Trevor Megill,9.0,-105,-115,+145,-170,-1.5,-140,+120
2025-05-06 19:40:00,5:40 PM,7:40 PM,Houston Astros,3,Milwaukee Brewers,4,Final,Hayden Wesneski,Chad Patrick,Chad Patrick,Hayden Wesneski,Trevor Megill,8.5,-110,-110,+210,-260,-1.5,+100,-120
2025-05-06 19:40:00,5:40 PM,7:40 PM,Houston Astros,3,Milwaukee Brewers,4,Final,Hayden Wesneski,Chad Patrick,Chad Patrick,Hayden Wesneski,Trevor Megill,8.0,-110,-110,+110,-130,-1.5,-200,+165
2025-05-06 19:45:00,5:45 PM,7:45 PM,Pittsburgh Pirates,1,St. Louis Cardinals,2,Final,Paul Skenes,Matthew Liberatore,Matthew Liberatore,Paul Skenes,Gordon Graceffo,7.0,-120,100,-120,+100,+1.5,+145,-170
2025-05-06 21:38:00,7:38 PM,9:38 PM,Toronto Blue Jays,3,Los Angeles Angels,8,Final,José Ureña,Tyler Anderson,Héctor Neris,Yimi García,No Save,9.0,-110,-110,-115,-105,+1.5,+140,-165
2025-05-06 21:40:00,7:40 PM,9:40 PM,New York Mets,1,Arizona Diamondbacks,5,Final,David Peterson,Zac Gallen,Zac Gallen,David Peterson,No Save,9.0,-120,100,-105,-115,-1.5,-210,+175
2025-05-06 22:05:00,8:05 PM,10:05 PM,Seattle Mariners,5,Athletics,3,Final,Emerson Hancock,Jeffrey Springs,Collin Snider,Tyler Ferguson,Carlos Vargas,10.5,100,-120,+100,-120,-1.5,-190,+160
2025-05-07 12:05:00,10:05 AM,12:05 PM,Cleveland Guardians,8,Washington Nationals,6,Final,Logan Allen,Michael Soroka,Joey Cantillo,Michael Soroka,Emmanuel Clase,9.0,-120,100,-110,-110,+1.5,+145,-170
2025-05-07 13:10:00,11:10 AM,1:10 PM,Houston Astros,9,Milwaukee Brewers,1,Final,Framber Valdez,Quinn Priester,Framber Valdez,Quinn Priester,No Save,7.5,-120,100,-135,+115,+1.5,+130,-155
2025-05-07 13:15:00,11:15 AM,1:15 PM,Pittsburgh Pirates,0,St. Louis Cardinals,5,Final,Mitch Keller,Sonny Gray,Sonny Gray,Mitch Keller,No Save,7.5,-115,-105,+150,-180,-1.5,-140,+120
2025-05-07 14:20:00,12:20 PM,2:20 PM,San Francisco Giants,3,Chicago Cubs,1,Final,Robbie Ray,Ben Brown,Robbie Ray,Ben Brown,Ryan Walker,7.5,-105,-115,+140,-165,-1.5,-170,+145
2025-05-07 15:35:00,1:35 PM,3:35 PM,Seattle Mariners,6,Athletics,5,Final,Bryan Woo,Gunnar Hoglund,Eduard Bazardo,Noah Murdock,Andrés Muñoz,9.5,-110,-110,-140,+120,+1.5,+110,-130
2025-05-07 15:40:00,1:40 PM,3:40 PM,New York Mets,7,Arizona Diamondbacks,1,Final,Kodai Senga,Merrill Kelly,Kodai Senga,Merrill Kelly,No Save,9.0,-120,100,-115,-105,+1.5,+135,-160
2025-05-07 16:40:00,2:40 PM,4:40 PM,Los Angeles Dodgers,10,Miami Marlins,1,Final,Landon Knack,Valente Bellozo,Landon Knack,Cade Gibson,Matt Sauer,10.0,-120,100,-225,+185,+1.5,-140,+120
2025-05-07 18:45:00,4:45 PM,6:45 PM,Texas Rangers,4,Boston Red Sox,6,Final,Tyler Mahle,Tanner Houck,Brennan Bernardino,Jacob Webb,Aroldis Chapman,9.0,-115,-105,+120,-140,-1.5,-180,+150
2025-05-07 19:05:00,5:05 PM,7:05 PM,Philadelphia Phillies,7,Tampa Bay Rays,0,Final,Cristopher Sánchez,Shane Baz,Cristopher Sánchez,Shane Baz,Taijuan Walker,8.5,-110,-110,-170,+145,+1.5,+100,-120
2025-05-07 19:05:00,5:05 PM,7:05 PM,Philadelphia Phillies,7,Tampa Bay Rays,0,Final,Cristopher Sánchez,Shane Baz,Cristopher Sánchez,Shane Baz,Taijuan Walker,8.0,-110,-110,+150,-180,-1.5,-140,+120
2025-05-07 19:05:00,5:05 PM,7:05 PM,San Diego Padres,3,New York Yankees,4,Final,Dylan Cease,Max Fried,Devin Williams,Jeremiah Estrada,No Save,8.5,-110,-110,-170,+145,+1.5,+100,-120
2025-05-07 19:05:00,5:05 PM,7:05 PM,San Diego Padres,3,New York Yankees,4,Final,Dylan Cease,Max Fried,Devin Williams,Jeremiah Estrada,No Save,8.0,-110,-110,+150,-180,-1.5,-140,+120
2025-05-07 19:15:00,5:15 PM,7:15 PM,Cincinnati Reds,4,Atlanta Braves,3,Final,Hunter Greene,Grant Holmes,Brent Suter,Grant Holmes,Emilio Pagán,7.5,-120,100,+100,-120,-1.5,-210,+175
2025-05-07 19:40:00,5:40 PM,7:40 PM,Baltimore Orioles,2,Minnesota Twins,5,Final,Charlie Morton,Simeon Woods Richardson,Danny Coulombe,Charlie Morton,Jhoan Duran,9.0,-105,-115,+120,-140,-1.5,-180,+150
2025-05-07 19:40:00,5:40 PM,7:40 PM,Baltimore Orioles,2,Minnesota Twins,5,Final,Charlie Morton,Simeon Woods Richardson,Danny Coulombe,Charlie Morton,Jhoan Duran,8.0,-120,100,+190,-230,-1.5,-115,-105
2025-05-07 19:40:00,5:40 PM,7:40 PM,Chicago White Sox,1,Kansas City Royals,2,Final,Jonathan Cannon,Michael Wacha,Michael Wacha,Jonathan Cannon,Carlos Estévez,9.0,-105,-115,+120,-140,-1.5,-180,+150
2025-05-07 19:40:00,5:40 PM,7:40 PM,Chicago White Sox,1,Kansas City Royals,2,Final,Jonathan Cannon,Michael Wacha,Michael Wacha,Jonathan Cannon,Carlos Estévez,8.0,-120,100,+190,-230,-1.5,-115,-105
2025-05-07 20:40:00,6:40 PM,8:40 PM,Detroit Tigers,8,Colorado Rockies,6,Final,Jackson Jobe,Chase Dollander,Will Vest,Zach Agnos,No Save,10.0,-110,-110,-165,+140,+1.5,-115,-105
